model,year,target,transmission,mileage,fuelType,tax,mpg,engineSize
 Q3,2017,16990,Manual,39120,Petrol,125,51.4,1.4
 A3,2017,23981,Semi-Auto,24472,Petrol,150,43.5,2.0
 Q5,2019,31490,Semi-Auto,6001,Diesel,145,55.4,2.0
 A1,2019,23165,Semi-Auto,3733,Petrol,145,40.9,2.0
 A3,2019,25900,Semi-Auto,2867,Diesel,145,51.4,2.0
 A4,2017,18298,Manual,18737,Petrol,145,51.4,1.4
 A6,2018,22000,Automatic,16000,Petrol,150,42.2,2.0
 A3,2017,20875,Manual,12650,Petrol,145,54.3,1.5
 A3,2017,25490,Automatic,12500,Petrol,150,44.1,2.0
 Q5,2017,37950,Semi-Auto,30000,Petrol,145,34.0,3.0
 A5,2019,26100,Automatic,11067,Petrol,145,39.8,2.0
 A8,2020,52995,Semi-Auto,1100,Diesel,145,40.4,3.0
 TT,2015,16950,Automatic,34000,Petrol,160,44.1,2.0
 A3,2017,13500,Manual,51578,Petrol,20,60.1,1.4
 A3,2007,2795,Manual,104000,Diesel,145,53.3,1.9
 A5,2017,22450,Semi-Auto,16471,Petrol,30,53.3,2.0
 A6,2016,14499,Automatic,84252,Diesel,30,64.2,2.0
 A4,2015,11559,Manual,34214,Diesel,20,67.3,2.0
 A3,2016,14999,Automatic,12396,Petrol,30,58.9,1.4
 Q3,2019,24990,Manual,6000,Petrol,145,40.9,1.5
 Q2,2017,20421,Semi-Auto,9534,Petrol,145,54.3,1.4
 A1,2016,11000,Manual,10491,Petrol,0,67.3,1.0
 A3,2017,17495,Manual,24408,Petrol,150,60.1,1.4
 Q2,2019,21300,Automatic,2231,Diesel,145,47.9,1.6
 A7,2017,23990,Semi-Auto,16236,Diesel,145,61.4,3.0
 A4,2019,29985,Automatic,10,Petrol,145,42.8,2.0
 Q3,2017,19499,Automatic,29110,Diesel,160,50.4,2.0
 Q5,2017,36989,Semi-Auto,37624,Petrol,145,34.0,3.0
 A3,2013,9690,Manual,37838,Petrol,125,53.3,1.4
 Q5,2020,60000,Semi-Auto,3000,Diesel,145,32.5,3.0
 Q5,2019,32243,Semi-Auto,3795,Petrol,145,33.2,2.0
 A4,2020,26880,Automatic,4521,Diesel,145,50.4,2.0
 TT,2012,10950,Manual,45000,Diesel,145,53.3,2.0
 A3,2019,22400,Semi-Auto,8148,Petrol,145,42.2,1.5
 TT,2015,16250,Manual,40402,Petrol,145,47.1,1.8
 Q5,2016,25495,Semi-Auto,34893,Diesel,235,42.8,3.0
 A1,2016,13432,Manual,23448,Petrol,30,58.9,1.4
 Q2,2020,34251,Semi-Auto,4433,Petrol,150,32.5,2.0
 A4,2019,39996,Automatic,12335,Diesel,145,40.4,3.0
 A3,2019,24888,Manual,6500,Diesel,145,54.3,2.0
 A3,2016,16100,Semi-Auto,14510,Petrol,30,58.9,1.4
 TT,2015,14799,Manual,34897,Petrol,160,46.3,2.0
 Q2,2019,24888,Manual,3897,Petrol,145,39.2,1.5
 A4,2019,24250,Automatic,4601,Diesel,145,51.4,2.0
 Q3,2017,21495,Semi-Auto,18804,Petrol,145,47.9,1.4
 A7,2018,26000,Automatic,21000,Diesel,145,52.3,3.0
 A6,2015,13000,Automatic,31604,Diesel,20,67.3,2.0
 Q3,2017,17649,Manual,33600,Diesel,145,61.4,2.0
 Q3,2018,19100,Automatic,42209,Petrol,145,42.2,2.0
 A1,2014,8275,Manual,60000,Petrol,125,52.3,1.4
 A1,2016,11499,Manual,44850,Petrol,30,55.4,1.4
 A3,2016,12875,Manual,45258,Petrol,20,60.1,1.4
 A3,2019,15470,Manual,15649,Petrol,145,42.2,1.5
 A4,2016,15674,Manual,24828,Petrol,125,49.6,2.0
 Q7,2015,28127,Automatic,41633,Diesel,200,47.9,3.0
 RS3,2015,24699,Semi-Auto,49610,Petrol,300,34.9,2.5
 A6,2017,20450,Semi-Auto,53544,Diesel,145,58.9,2.0
 A3,2014,9895,Manual,94410,Petrol,30,58.9,1.4
 A6,2017,16950,Manual,27554,Diesel,145,61.4,2.0
 A3,2019,18696,Manual,4567,Petrol,145,44.8,1.5
 A4,2019,32991,Automatic,3500,Diesel,145,47.9,2.0
 A5,2015,17495,Semi-Auto,26143,Diesel,125,60.1,2.0
 Q3,2017,25755,Semi-Auto,3827,Petrol,145,40.4,2.0
 A5,2017,18998,Semi-Auto,28618,Diesel,30,67.3,2.0
 A1,2016,10290,Manual,42500,Petrol,0,67.3,1.0
 Q5,2016,21490,Automatic,37870,Diesel,205,47.1,2.0
 Q3,2016,18000,Manual,24602,Diesel,145,52.3,2.0
 A4,2019,43990,Automatic,6500,Diesel,145,39.2,3.0
 Q3,2019,29990,Semi-Auto,7805,Petrol,145,31.7,2.0
 Q3,2017,20450,Semi-Auto,31608,Petrol,145,47.9,1.4
 A4,2019,27991,Automatic,7600,Diesel,145,44.8,2.0
 A1,2019,21000,Semi-Auto,4000,Petrol,145,40.9,2.0
 Q3,2018,21755,Manual,10429,Petrol,145,49.6,1.4
 Q2,2017,20890,Semi-Auto,14703,Petrol,150,52.3,1.4
 A4,2014,12470,Manual,40276,Diesel,30,62.8,2.0
 Q3,2019,27990,Manual,500,Petrol,145,39.8,1.5
 Q5,2019,36990,Semi-Auto,4511,Diesel,145,38.2,2.0
 A3,2016,14345,Manual,33719,Petrol,30,58.9,1.4
 A5,2019,27990,Automatic,10,Diesel,145,46.3,2.0
 A1,2017,13490,Manual,23490,Petrol,150,56.5,1.4
 A1,2016,10495,Manual,45954,Diesel,0,80.7,1.6
 A6,2016,19280,Semi-Auto,21699,Diesel,30,61.4,2.0
 A3,2019,21586,Automatic,14670,Petrol,145,42.2,1.5
 A1,2020,22690,Semi-Auto,5000,Petrol,145,44.8,1.5
 Q2,2017,18182,Manual,22326,Petrol,145,52.3,1.4
 Q2,2019,26490,Semi-Auto,14291,Petrol,150,39.8,1.5
 Q7,2018,57490,Semi-Auto,11800,Diesel,145,39.2,4.0
 Q5,2018,35990,Automatic,10000,Petrol,145,34.0,3.0
 A4,2020,25000,Manual,1000,Petrol,145,42.2,2.0
 A3,2019,23980,Semi-Auto,4894,Diesel,145,50.4,2.0
 A1,2015,10170,Manual,26549,Petrol,0,67.3,1.0
 A1,2017,11800,Manual,32596,Petrol,150,57.6,1.4
 A5,2017,27991,Semi-Auto,48272,Petrol,150,37.7,3.0
 A8,2017,38995,Semi-Auto,6479,Diesel,145,50.4,3.0
 A3,2016,13500,Automatic,42574,Petrol,20,60.1,1.4
 Q5,2020,39990,Semi-Auto,6000,Petrol,145,32.1,2.0
 TT,2018,29350,Automatic,15981,Petrol,150,40.9,2.0
 Q5,2017,25498,Semi-Auto,27948,Petrol,145,40.9,2.0
 A3,2018,19150,Manual,15937,Petrol,145,53.3,1.5
 A6,2016,18350,Automatic,52255,Diesel,30,61.4,2.0
 A4,2017,18772,Manual,17503,Petrol,145,51.4,1.4
 Q7,2019,47990,Semi-Auto,13769,Diesel,145,33.2,3.0
 A1,2019,18991,Manual,6958,Petrol,145,50.4,1.0
 A4,2017,20590,Semi-Auto,34250,Diesel,125,60.1,3.0
 A3,2015,12995,Manual,12119,Diesel,30,67.3,2.0
 Q3,2019,24850,Manual,3500,Petrol,145,40.9,1.5
 Q2,2017,20698,Manual,8642,Petrol,145,50.4,1.4
 Q3,2019,25000,Manual,3103,Petrol,145,40.9,1.5
 A5,2019,27999,Automatic,9150,Petrol,145,39.8,2.0
 A6,2003,2495,Automatic,117000,Diesel,290,39.8,2.5
 A4,2016,11749,Automatic,82028,Petrol,30,55.4,2.0
 Q5,2014,14888,Manual,60173,Diesel,205,47.9,2.0
 A6,2015,14995,Automatic,41101,Diesel,20,67.3,2.0
 A4,2017,15000,Manual,14864,Petrol,145,52.3,1.4
 A5,2019,29495,Automatic,97,Diesel,145,51.4,2.0
 A6,2013,11995,Semi-Auto,40003,Diesel,145,56.5,2.0
 A3,2015,10000,Manual,21872,Petrol,125,53.3,1.4
 A3,2018,19995,Manual,25000,Petrol,150,42.2,1.5
 Q3,2017,24990,Automatic,13250,Petrol,145,40.4,2.0
 A5,2017,19495,Semi-Auto,19300,Diesel,20,70.6,2.0
 A4,2020,43395,Semi-Auto,8500,Diesel,145,40.4,3.0
 Q3,2019,28990,Semi-Auto,5454,Diesel,145,47.1,2.0
 Q3,2016,15500,Manual,28585,Diesel,125,56.5,2.0
 A4,2017,16800,Automatic,39388,Diesel,145,67.3,2.0
 A4,2015,11899,Manual,35762,Diesel,30,65.7,2.0
 A3,2017,26000,Automatic,25212,Petrol,205,43.5,2.0
 A3,2016,16995,Manual,16555,Petrol,20,60.1,1.4
 A6,2016,13490,Manual,57572,Diesel,30,61.4,2.0
 A6,2019,39490,Semi-Auto,9151,Petrol,145,34.0,2.0
 Q3,2019,27995,Semi-Auto,12460,Petrol,145,31.7,2.0
 A5,2018,27992,Automatic,18714,Diesel,145,62.8,2.0
 Q3,2019,38950,Semi-Auto,2000,Petrol,145,32.1,2.0
 A6,2018,26850,Automatic,17703,Diesel,150,50.4,2.0
 A3,2017,19299,Automatic,17918,Petrol,145,47.9,2.0
 A5,2019,32490,Automatic,8000,Petrol,145,37.7,2.0
 Q3,2017,19995,Manual,22620,Petrol,145,49.6,1.4
 A1,2017,14490,Manual,14723,Petrol,150,55.4,1.4
 Q3,2017,18998,Manual,21967,Diesel,145,56.5,2.0
 A5,2019,32900,Semi-Auto,500,Petrol,145,39.8,2.0
 A3,2017,19499,Manual,7840,Petrol,30,60.1,1.4
 A1,2012,7175,Manual,65627,Diesel,0,74.3,1.6
 A6,2016,23782,Semi-Auto,73090,Diesel,235,43.5,3.0
 Q3,2016,16798,Manual,31516,Diesel,145,55.4,2.0
 A1,2016,12995,Manual,36276,Petrol,30,55.4,1.4
 Q7,2018,55500,Automatic,11719,Diesel,145,39.2,4.0
 Q5,2016,28795,Semi-Auto,42000,Diesel,240,42.8,3.0
 A4,2016,16000,Manual,37655,Diesel,20,68.9,2.0
 A1,2019,20595,Manual,6000,Petrol,145,47.9,1.0
 A1,2016,12500,Manual,14521,Petrol,30,55.4,1.4
 A1,2019,23166,Semi-Auto,6666,Petrol,145,40.9,2.0
 Q3,2016,18000,Manual,31731,Diesel,145,52.3,2.0
 A1,2019,19990,Manual,2348,Petrol,145,50.4,1.0
 A5,2019,25490,Semi-Auto,9988,Diesel,145,50.4,2.0
 Q7,2017,46950,Automatic,32655,Diesel,145,39.2,4.0
 A7,2016,19990,Automatic,48669,Diesel,125,61.4,3.0
 A5,2015,15990,Semi-Auto,37841,Diesel,150,53.3,2.0
 A3,2012,5495,Manual,85000,Petrol,205,40.9,1.6
 A4,2015,13750,Semi-Auto,46877,Diesel,0,72.4,2.0
 A3,2017,20998,Semi-Auto,13344,Petrol,145,56.5,1.5
 A4,2019,29300,Manual,3378,Petrol,145,39.2,2.0
 Q5,2016,23992,Semi-Auto,17228,Diesel,200,47.1,2.0
 TT,2017,17490,Manual,14000,Petrol,145,47.1,1.8
 A6,2017,20481,Semi-Auto,36000,Diesel,30,61.4,2.0
 Q2,2020,26950,Semi-Auto,5000,Petrol,145,42.2,1.5
 Q3,2019,25000,Manual,4500,Petrol,145,40.9,1.5
 A4,2019,25490,Automatic,6000,Diesel,145,50.4,2.0
 A5,2015,14940,Automatic,46374,Diesel,125,58.9,2.0
 S4,2018,29995,Automatic,29000,Petrol,150,35.8,3.0
 A6,2016,16600,Automatic,67189,Diesel,145,56.5,2.0
 A1,2017,12495,Manual,16000,Petrol,30,55.4,1.4
 A5,2019,27444,Automatic,1500,Petrol,145,39.8,2.0
 A3,2015,11000,Automatic,38689,Diesel,20,72.4,1.6
 A4,2017,22800,Semi-Auto,20541,Petrol,150,50.4,2.0
 Q5,2018,27549,Automatic,15123,Diesel,145,55.4,2.0
 Q3,2015,14490,Manual,38497,Diesel,30,61.4,2.0
 Q3,2020,37888,Semi-Auto,2553,Petrol,145,30.7,2.0
 Q7,2020,68000,Automatic,4162,Diesel,145,32.1,3.0
 Q5,2017,28062,Semi-Auto,21876,Diesel,150,55.4,2.0
 A3,2018,21490,Manual,14500,Petrol,145,46.3,1.0
 Q2,2019,26444,Semi-Auto,4077,Petrol,145,42.2,1.5
 Q3,2017,22500,Semi-Auto,29200,Petrol,145,40.4,2.0
 A1,2016,11000,Manual,42082,Petrol,0,67.3,1.0
 Q8,2019,51990,Automatic,9804,Diesel,145,33.6,3.0
 A3,2016,14551,Automatic,46636,Diesel,125,61.4,2.0
 Q5,2020,43950,Automatic,7791,Diesel,145,34.5,3.0
 A5,2019,28950,Semi-Auto,4750,Diesel,145,50.4,2.0
 Q5,2015,17595,Manual,47905,Diesel,200,47.9,2.0
 A5,2019,31990,Manual,6000,Petrol,145,37.2,2.0
 A3,2017,19498,Manual,20134,Diesel,145,67.3,1.6
 Q7,2019,53900,Semi-Auto,17315,Diesel,145,32.1,3.0
 A6,2016,14498,Semi-Auto,49458,Diesel,30,61.4,2.0
 A1,2019,21989,Semi-Auto,6734,Petrol,150,40.4,2.0
 Q7,2019,56990,Automatic,8917,Diesel,145,32.1,3.0
 Q5,2019,35490,Semi-Auto,6255,Petrol,145,32.1,2.0
 Q2,2020,23888,Manual,4000,Petrol,145,43.5,1.5
 Q5,2017,28890,Semi-Auto,20768,Diesel,145,55.4,2.0
 RS6,2017,54990,Automatic,39300,Petrol,145,29.4,4.0
 A3,2018,14175,Manual,16680,Petrol,145,62.8,1.0
 A6,2018,28000,Automatic,15441,Diesel,150,50.4,2.0
 Q3,2017,23490,Manual,16224,Diesel,145,50.4,2.0
 Q3,2019,37990,Automatic,6000,Petrol,145,31.4,2.0
 A4,2016,22990,Semi-Auto,30294,Diesel,125,60.1,3.0
 A1,2017,11201,Manual,17425,Petrol,145,67.3,1.0
 A1,2020,25888,Semi-Auto,5432,Petrol,150,44.8,1.5
 Q2,2017,17990,Manual,9865,Petrol,145,52.3,1.4
 A5,2019,29970,Automatic,2050,Petrol,145,37.7,2.0
 Q3,2016,19000,Manual,28186,Diesel,145,52.3,2.0
 A1,2015,9671,Manual,35924,Petrol,0,67.3,1.0
 A1,2016,12798,Manual,30334,Petrol,30,55.4,1.4
 A6,2016,14800,Manual,83023,Diesel,125,58.9,2.0
 A4,2018,31495,Semi-Auto,6763,Petrol,150,37.7,3.0
 A1,2015,12096,Manual,28974,Petrol,30,56.5,1.4
 A4,2019,23900,Automatic,8362,Petrol,145,39.8,2.0
 A5,2017,21991,Semi-Auto,15751,Diesel,145,65.7,2.0
 Q5,2016,28995,Semi-Auto,42187,Diesel,235,42.8,3.0
 A8,2018,36950,Semi-Auto,2146,Diesel,150,50.4,3.0
 A1,2016,11800,Manual,16133,Petrol,0,67.3,1.0
 Q5,2014,16000,Manual,46622,Diesel,205,47.9,2.0
 A5,2019,33495,Semi-Auto,8054,Diesel,150,44.8,2.0
 A6,2016,18275,Semi-Auto,64919,Diesel,125,58.9,2.0
 A3,2016,9999,Manual,63562,Diesel,20,68.9,2.0
 A6,2019,42995,Automatic,7486,Diesel,145,39.2,3.0
 A3,2017,16999,Manual,9676,Petrol,145,53.3,1.5
 Q2,2018,22590,Semi-Auto,6672,Diesel,145,57.7,2.0
 Q5,2016,33995,Semi-Auto,29156,Diesel,235,42.2,3.0
 A6,2016,19465,Automatic,69807,Diesel,125,58.9,2.0
 Q2,2019,21030,Automatic,1342,Diesel,145,47.9,1.6
 Q3,2019,24990,Manual,7000,Petrol,145,40.9,1.5
 Q3,2020,33462,Semi-Auto,7914,Diesel,145,48.7,2.0
 Q5,2019,35500,Semi-Auto,6273,Diesel,145,38.2,2.0
 A5,2020,32995,Semi-Auto,2000,Diesel,145,48.7,2.0
 Q5,2014,14790,Manual,65374,Diesel,200,47.9,2.0
 A5,2020,32910,Semi-Auto,384,Diesel,150,50.4,2.0
 Q3,2020,27000,Manual,42,Petrol,145,39.8,1.5
 Q2,2017,18490,Semi-Auto,47200,Petrol,145,54.3,1.4
 A3,2014,11850,Manual,50900,Diesel,20,68.9,2.0
 A1,2017,16989,Semi-Auto,26722,Petrol,150,58.9,1.4
 A1,2017,13490,Manual,25249,Petrol,145,67.3,1.0
 Q3,2019,28995,Semi-Auto,4435,Petrol,145,32.5,2.0
 Q3,2017,20000,Manual,25868,Petrol,145,49.6,1.4
 Q3,2019,28445,Automatic,14385,Petrol,145,31.7,2.0
 A1,2012,8899,Manual,43500,Petrol,30,55.4,1.2
 A3,2015,14990,Manual,39522,Petrol,20,60.1,1.4
 A3,2017,19500,Automatic,13551,Petrol,30,56.5,1.4
 Q2,2018,17000,Manual,37449,Diesel,145,49.6,1.6
 Q2,2019,21900,Manual,1000,Diesel,145,49.6,1.6
 Q3,2017,23995,Automatic,10000,Petrol,145,42.2,2.0
 A3,2019,32500,Automatic,411,Petrol,150,34.9,2.0
 Q2,2020,27500,Semi-Auto,4500,Petrol,145,42.2,1.5
 Q3,2017,16000,Manual,41381,Petrol,125,51.4,1.4
 A4,2019,24495,Manual,5000,Petrol,145,39.2,2.0
 A3,2019,30500,Semi-Auto,7157,Petrol,145,34.9,2.0
 A3,2013,10398,Manual,60076,Diesel,20,68.9,2.0
 Q5,2019,34990,Automatic,5000,Petrol,145,32.1,2.0
 A3,2019,21990,Manual,3272,Diesel,145,55.4,2.0
 A3,2019,24000,Semi-Auto,3058,Petrol,145,42.2,1.5
 A1,2016,11400,Manual,29606,Petrol,0,67.3,1.0
 A1,2016,10250,Manual,47776,Diesel,0,76.3,1.6
 A6,2017,23998,Semi-Auto,63383,Diesel,145,45.6,3.0
 A1,2016,11950,Manual,49470,Petrol,30,55.4,1.4
 A4,2011,6995,Manual,95000,Diesel,145,53.3,2.0
 Q3,2019,28490,Semi-Auto,6573,Diesel,145,47.1,2.0
 A3,2016,18900,Semi-Auto,18486,Hybrid,0,176.6,1.4
 A1,2018,14450,Automatic,14655,Petrol,150,64.2,1.0
 A6,2017,23998,Semi-Auto,34727,Diesel,205,47.1,3.0
 A4,2019,23750,Automatic,2000,Diesel,145,51.4,2.0
 A3,2014,11498,Manual,53010,Petrol,30,55.4,1.4
 Q3,2019,26925,Semi-Auto,6328,Diesel,145,48.7,2.0
 Q3,2015,15800,Manual,16375,Diesel,125,60.1,2.0
 A6,2019,28800,Automatic,3545,Diesel,145,47.9,2.0
 Q2,2018,20850,Automatic,4000,Petrol,150,54.3,1.4
 Q2,2019,18551,Manual,6274,Diesel,145,49.6,1.6
 A1,2015,10470,Manual,47331,Petrol,125,52.3,1.4
 A5,2018,24980,Semi-Auto,10147,Diesel,145,62.8,2.0
 A3,2016,8490,Manual,95856,Diesel,0,83.1,1.6
 Q3,2017,16310,Manual,46603,Petrol,125,51.4,1.4
 Q2,2019,27995,Manual,4300,Diesel,145,47.9,1.6
 A4,2016,14888,Manual,69600,Diesel,30,64.2,2.0
 Q5,2020,49790,Automatic,1500,Petrol,135,117.7,0.0
 RS6,2015,41750,Semi-Auto,41733,Petrol,330,29.4,4.0
 Q2,2017,19444,Semi-Auto,14575,Petrol,145,54.3,1.4
 Q5,2019,34452,Semi-Auto,6831,Diesel,145,38.2,2.0
 A4,2015,15499,Manual,38573,Diesel,125,57.6,2.0
 A3,2019,23995,Manual,2085,Diesel,145,51.4,1.6
 Q3,2017,17749,Manual,25737,Petrol,125,51.4,1.4
 Q7,2019,46500,Automatic,11294,Diesel,145,32.8,3.0
 Q3,2017,17900,Manual,30624,Petrol,125,51.4,1.4
 Q3,2017,20995,Semi-Auto,26494,Petrol,145,47.9,1.4
 TT,2013,12500,Manual,36516,Diesel,150,53.3,2.0
 A4,2017,13450,Manual,59512,Diesel,145,74.3,2.0
 Q3,2015,21950,Automatic,31094,Petrol,200,40.4,2.0
 Q2,2019,22986,Automatic,5313,Diesel,145,46.3,1.6
 A4,2016,12499,Manual,58204,Diesel,0,72.4,2.0
 A3,2015,9839,Manual,37402,Diesel,20,68.9,2.0
 A3,2019,34000,Semi-Auto,2000,Petrol,145,33.2,2.0
 A4,2014,14000,Automatic,17803,Petrol,200,42.2,2.0
 A4,2019,26495,Semi-Auto,15511,Petrol,145,38.2,2.0
 A6,2016,16600,Semi-Auto,48063,Diesel,30,61.4,2.0
 Q5,2019,31498,Semi-Auto,28,Petrol,145,33.2,2.0
 Q2,2019,23750,Manual,7800,Diesel,145,49.6,1.6
 A3,2015,11698,Manual,53372,Petrol,20,60.1,1.4
 TT,2017,17998,Semi-Auto,29109,Petrol,160,43.5,2.0
 A1,2017,12500,Manual,20865,Petrol,0,67.3,1.0
 TT,2019,28000,Automatic,3000,Petrol,145,39.8,2.0
 A5,2019,31990,Automatic,5000,Diesel,145,51.4,2.0
 A3,2012,7150,Manual,49000,Petrol,145,47.1,1.6
 Q7,2016,30495,Semi-Auto,22639,Diesel,165,48.7,3.0
 A3,2019,24990,Automatic,8799,Petrol,145,42.2,1.5
 Q3,2019,25444,Manual,8445,Diesel,145,42.8,2.0
 A4,2019,37560,Semi-Auto,5201,Diesel,145,44.1,2.0
 Q5,2016,31495,Semi-Auto,31031,Diesel,235,42.2,3.0
 A3,2017,17990,Manual,18092,Petrol,145,60.1,1.4
 Q3,2015,17995,Manual,38244,Petrol,145,49.6,1.4
 Q2,2017,19000,Automatic,7200,Petrol,145,54.3,1.4
 Q3,2014,12300,Automatic,43195,Diesel,200,47.9,2.0
 Q7,2015,32450,Semi-Auto,31997,Diesel,200,47.9,3.0
 Q2,2020,24653,Manual,6000,Petrol,145,43.5,1.5
 A3,2019,31995,Semi-Auto,6500,Petrol,145,36.7,2.0
 Q3,2020,30000,Manual,1000,Petrol,145,40.9,1.5
 A6,2019,33985,Automatic,5429,Diesel,145,47.9,2.0
 A4,2018,20995,Semi-Auto,41200,Diesel,145,65.7,2.0
 Q3,2017,15860,Semi-Auto,44080,Petrol,145,47.9,1.4
 Q5,2019,33850,Semi-Auto,8297,Diesel,145,38.2,2.0
 A3,2019,32990,Semi-Auto,2480,Petrol,145,34.9,2.0
 A1,2020,24990,Semi-Auto,5000,Petrol,145,44.8,1.5
 A6,2014,14000,Automatic,56220,Diesel,30,64.2,2.0
 S4,2005,5895,Automatic,62000,Petrol,330,22.4,4.2
 A3,2017,14990,Manual,24964,Petrol,20,60.1,1.4
 A6,2016,16990,Automatic,34000,Diesel,30,61.4,2.0
 A3,2017,23890,Semi-Auto,25988,Petrol,150,44.1,2.0
 Q5,2019,32790,Semi-Auto,84,Diesel,145,38.2,2.0
 A5,2015,10795,Manual,94690,Diesel,125,58.9,2.0
 Q3,2016,17750,Automatic,39726,Diesel,145,51.4,2.0
 Q3,2018,25050,Semi-Auto,10000,Petrol,145,48.7,1.4
 Q3,2020,37990,Automatic,1500,Petrol,145,30.7,0.0
 TT,2017,20597,Semi-Auto,21408,Petrol,145,42.8,2.0
 A4,2013,11850,Manual,81171,Diesel,125,58.9,2.0
 A4,2018,26891,Automatic,22414,Petrol,145,36.7,3.0
 Q5,2019,35500,Automatic,8417,Diesel,145,38.2,2.0
 A6,2018,29200,Semi-Auto,21457,Diesel,145,39.8,3.0
 A3,2016,16998,Manual,20638,Petrol,125,49.6,2.0
 Q5,2019,37440,Semi-Auto,4888,Petrol,145,32.1,2.0
 Q3,2020,30990,Automatic,1500,Diesel,145,47.1,2.0
 A8,2015,19870,Automatic,25406,Diesel,160,49.6,3.0
 Q3,2017,19691,Semi-Auto,36852,Diesel,160,50.4,2.0
 Q3,2017,19200,Manual,16000,Diesel,145,56.5,2.0
 Q2,2019,18850,Manual,9478,Petrol,150,47.9,1.0
 A4,2019,24490,Automatic,1293,Diesel,145,48.7,2.0
 A5,2017,20200,Automatic,13057,Petrol,145,53.3,2.0
 A1,2016,10191,Manual,27878,Diesel,0,76.3,1.6
 Q5,2015,18995,Manual,29987,Petrol,260,36.2,2.0
 Q3,2016,17898,Manual,15982,Diesel,30,60.1,2.0
 A3,2016,16400,Manual,24102,Petrol,30,60.1,1.4
 Q2,2020,24888,Manual,4000,Petrol,145,43.5,1.5
 A3,2019,21900,Manual,6012,Diesel,145,51.4,1.6
 RS6,2015,44950,Automatic,24987,Petrol,315,29.4,4.0
 A5,2020,26990,Semi-Auto,3000,Petrol,145,39.8,2.0
 Q3,2019,24990,Manual,4000,Petrol,145,40.9,1.5
 A3,2017,19995,Semi-Auto,12214,Petrol,145,57.7,1.5
 A4,2019,27000,Automatic,9000,Diesel,145,47.9,2.0
 Q5,2019,31496,Automatic,4567,Diesel,145,38.2,2.0
 Q3,2017,21250,Manual,3491,Petrol,145,49.6,1.4
 Q3,2018,24991,Semi-Auto,16655,Petrol,150,45.6,1.4
 A3,2016,10099,Manual,70070,Diesel,0,74.3,1.6
 TT,2017,16465,Manual,41699,Petrol,150,47.1,1.8
 A3,2016,13995,Manual,43146,Diesel,20,65.7,2.0
 A6,2020,35000,Semi-Auto,3999,Diesel,145,47.1,2.0
 A1,2020,26011,Semi-Auto,6000,Petrol,145,44.1,1.5
 Q5,2016,20256,Manual,33423,Diesel,200,47.9,2.0
 A4,2016,15499,Manual,27961,Diesel,30,67.3,2.0
 A1,2016,11499,Manual,15224,Diesel,0,76.3,1.6
 A3,2019,19990,Semi-Auto,6018,Diesel,145,52.3,1.6
 Q3,2019,39990,Semi-Auto,3009,Petrol,145,31.0,2.0
 A5,2019,31000,Semi-Auto,1000,Diesel,145,48.7,2.0
 Q2,2019,21495,Manual,5000,Diesel,145,49.6,1.6
 Q3,2017,19300,Manual,16051,Diesel,150,52.3,0.0
 Q5,2019,35698,Semi-Auto,15,Petrol,145,32.1,2.0
 Q7,2018,54990,Semi-Auto,19940,Diesel,145,39.2,4.0
 A6,2019,35000,Automatic,4000,Diesel,145,47.9,2.0
 Q2,2019,28990,Automatic,2381,Petrol,145,33.2,2.0
 A6,2017,20650,Semi-Auto,21496,Diesel,150,61.4,2.0
 Q2,2019,19650,Manual,5148,Diesel,150,49.6,1.6
 A7,2014,16800,Automatic,42709,Diesel,200,47.9,3.0
 A5,2020,29000,Semi-Auto,5000,Diesel,145,51.4,2.0
 A1,2015,12800,Manual,36921,Petrol,30,58.9,1.4
 A3,2017,15699,Manual,44493,Diesel,145,65.7,2.0
 A6,2014,15000,Semi-Auto,29074,Diesel,145,55.4,2.0
 TT,2016,14998,Manual,44069,Diesel,30,62.8,2.0
 A1,2018,16970,Manual,9515,Petrol,145,55.4,1.4
 A4,2019,26990,Semi-Auto,8900,Diesel,145,50.4,2.0
 Q5,2020,48850,Semi-Auto,705,Diesel,145,34.5,3.0
 A3,2013,8990,Manual,85255,Diesel,0,74.3,1.6
 Q2,2018,19500,Manual,13000,Petrol,145,53.3,1.0
 Q3,2020,32970,Semi-Auto,2015,Petrol,150,31.4,2.0
 A6,2019,28000,Semi-Auto,8000,Diesel,145,47.9,2.0
 Q3,2013,13495,Manual,40000,Diesel,165,49.6,2.0
 Q5,2019,30800,Automatic,15,Diesel,145,39.2,2.0
 Q3,2013,10999,Automatic,82943,Diesel,200,47.9,2.0
 A6,2016,21880,Semi-Auto,15559,Diesel,150,56.5,2.0
 Q5,2019,35500,Semi-Auto,9415,Diesel,150,38.2,2.0
 A3,2019,21995,Manual,5423,Diesel,145,55.4,2.0
 Q5,2019,33500,Semi-Auto,8566,Diesel,145,38.2,2.0
 A5,2015,13890,Semi-Auto,66500,Diesel,125,58.9,2.0
 A4,2019,21950,Manual,7975,Petrol,145,39.2,2.0
 Q3,2018,21490,Manual,22900,Petrol,145,49.6,1.4
 A1,2015,10800,Manual,55600,Diesel,0,80.7,1.6
 A3,2014,9795,Manual,93060,Diesel,20,67.3,2.0
 TT,2019,27990,Automatic,5000,Petrol,145,35.3,2.0
 Q2,2019,19495,Manual,5000,Diesel,145,49.6,1.6
 TT,2017,15199,Manual,27347,Diesel,30,62.8,2.0
 A1,2016,15900,Semi-Auto,29753,Petrol,30,56.5,1.4
